TYPE,WDPAID,WDPA_PID,PA_DEF,NAME,ORIG_NAME,DESIG,DESIG_ENG,DESIG_TYPE,IUCN_CAT,INT_CRIT,MARINE,REP_M_AREA,GIS_M_AREA,REP_AREA,GIS_AREA,NO_TAKE,NO_TK_AREA,STATUS,STATUS_YR,GOV_TYPE,OWN_TYPE,MANG_AUTH,MANG_PLAN,VERIF,METADATAID,SUB_LOC,PARENT_ISO3,ISO3,SUPP_INFO,CONS_OBJ
Point,72304,72304,1,Ngata Taik Ranch,Ngata Taik Ranch,Private Reserve,Private Reserve,National,Not Reported,Not Applicable,0,0,,200,,Not Applicable,0,Designated,0,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,745,KE-700,KEN,KEN,Not Applicable,Not Applicable
Point,72307,72307,1,Tarda Emali Ranch,Tarda Emali Ranch,Private Reserve,Private Reserve,National,Not Reported,Not Applicable,0,0,,8.5,,Not Applicable,0,Designated,0,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,745,KE-400,KEN,KEN,Not Applicable,Not Applicable
Point,555549142,555549142,1,Wasini,Wasini,Locally Managed Marine Area,Locally Managed Marine Area,National,Not Reported,Not Applicable,2,3.23,,3.23,,Not Reported,0,Designated,2004,Local communities,Not Reported,Not Reported,Not Reported,Not Reported,1700,KE-300,KEN,KEN,Not Applicable,Not Applicable
Point,555549143,555549143,1,Kuruwitu,Kuruwitu,Locally Managed Marine Area,Locally Managed Marine Area,National,Not Reported,Not Applicable,2,0.29,,0.29,,Not Reported,0,Designated,2005,Local communities,Not Reported,Not Reported,Not Reported,Not Reported,1700,KE-300,KEN,KEN,Not Applicable,Not Applicable
Point,555549144,555549144,1,Pate Island,Pate Island,Locally Managed Marine Area,Locally Managed Marine Area,National,Not Reported,Not Applicable,0,2.72,,2.72,,Not Applicable,0,Designated,2008,Local communities,Not Reported,Not Reported,Not Reported,Not Reported,1700,KE-300,KEN,KEN,Not Applicable,Not Applicable
Point,555549145,555549145,1,Tiwi,Tiwi,Locally Managed Marine Area,Locally Managed Marine Area,National,Not Reported,Not Applicable,0,0.125,,0.125,,Not Applicable,0,Designated,2009,Local communities,Not Reported,Not Reported,Not Reported,Not Reported,1700,KE-300,KEN,KEN,Not Applicable,Not Applicable
Point,555549146,555549146,1,Mkokoni,Mkokoni,Locally Managed Marine Area,Locally Managed Marine Area,National,Not Reported,Not Applicable,2,3.1,,3.1,,Not Reported,0,Designated,2009,Local communities,Not Reported,Not Reported,Not Reported,Not Reported,1700,KE-300,KEN,KEN,Not Applicable,Not Applicable
Point,555549148,555549148,1,Majoreni,Majoreni,Locally Managed Marine Area,Locally Managed Marine Area,National,Not Reported,Not Applicable,0,11.9,,11.9,,Not Applicable,0,Designated,2011,Local communities,Not Reported,Not Reported,Not Reported,Not Reported,1700,KE-300,KEN,KEN,Not Applicable,Not Applicable
Point,555549149,555549149,1,Shimoni,Shimoni,Locally Managed Marine Area,Locally Managed Marine Area,National,Not Reported,Not Applicable,0,3.08,,3.08,,Not Applicable,0,Designated,2011,Local communities,Not Reported,Not Reported,Not Reported,Not Reported,1700,KE-300,KEN,KEN,Not Applicable,Not Applicable
Point,555549150,555549150,1,Msambweni,Msambweni,Locally Managed Marine Area,Locally Managed Marine Area,National,Not Reported,Not Applicable,2,0.46,,0.46,,Not Reported,0,Designated,2011,Local communities,Not Reported,Not Reported,Not Reported,Not Reported,1700,KE-300,KEN,KEN,Not Applicable,Not Applicable
Point,555549151,555549151,1,Vanga,Vanga,Locally Managed Marine Area,Locally Managed Marine Area,National,Not Reported,Not Applicable,0,12.23,,12.23,,Not Applicable,0,Designated,2011,Local communities,Not Reported,Not Reported,Not Reported,Not Reported,1700,KE-300,KEN,KEN,Not Applicable,Not Applicable
Point,61668,61668,1,Ol Ari Nyiro Conservancy,Ol Ari Nyiro Conservancy,Private Reserve,Private Reserve,National,Not Reported,Not Applicable,0,0,,411.15,,Not Applicable,0,Designated,1974,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,745,KE-700,KEN,KEN,Not Applicable,Not Applicable
Point,33477,33477,1,Motunyi Hill,Motunyi Hill,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,,19.73,,Not Applicable,0,Proposed,0,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,178,KE-400,KEN,KEN,Not Applicable,Not Applicable
Point,68333,68333,1,Kisere,Kisere,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,,4.57,,Not Applicable,0,Proposed,0,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,178,KE-800,KEN,KEN,Not Applicable,Not Applicable
Point,68335,68335,1,Muumoni,Muumoni,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,,110.31,,Not Applicable,0,Proposed,0,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,178,KE-400,KEN,KEN,Not Applicable,Not Applicable
Point,68336,68336,1,Shimba Lease,Shimba Lease,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,,0.27,,Not Applicable,0,Proposed,0,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,178,KE-300,KEN,KEN,Not Applicable,Not Applicable
Point,33459,33459,1,Kotim Range,Kotim Range,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,,33.32,,Not Applicable,0,Proposed,0,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,178,KE-400,KEN,KEN,Not Applicable,Not Applicable
Point,7766,7766,1,Kamatira,Kamatira,Community Forest Reserve,Community Forest Reserve,National,Not Reported,Not Applicable,0,0,,19.44,,Not Applicable,0,Established,1964,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,178,KE-700,KEN,KEN,Not Applicable,Not Applicable
Point,7768,7768,1,Kiambere,Kiambere,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,,6.93,,Not Applicable,0,Proposed,0,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,178,KE-400,KEN,KEN,Not Applicable,Not Applicable
Point,7769,7769,1,Kiangombe,Kiangombe,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,,14.27,,Not Applicable,0,Proposed,0,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,178,KE-400,KEN,KEN,Not Applicable,Not Applicable
Point,7772,7772,1,Kingatua,Kingatua,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,,0.62,,Not Applicable,0,Proposed,0,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,178,KE-200,KEN,KEN,Not Applicable,Not Applicable
Point,7775,7775,1,Kirimiri,Kirimiri,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,,1.74,,Not Applicable,0,Proposed,0,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,178,KE-400,KEN,KEN,Not Applicable,Not Applicable
Point,7779,7779,1,Kyawea,Kyawea,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,,0.61,,Not Applicable,0,Proposed,0,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,178,KE-400,KEN,KEN,Not Applicable,Not Applicable
Point,7801,7801,1,Mount Kulal,Mount Kulal,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,,459.42,,Not Applicable,0,Proposed,0,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,178,KE-400,KEN,KEN,Not Applicable,Not Applicable
Point,7804,7804,1,Mutiluni,Mutiluni,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,,5.67,,Not Applicable,0,Proposed,0,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,178,KE-400,KEN,KEN,Not Applicable,Not Applicable
Point,7815,7815,1,Njukini East,Njukini East,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,,1.1,,Not Applicable,0,Proposed,0,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,178,KE-400,KEN,KEN,Not Applicable,Not Applicable
